transaction_date,amount,description,transaction_type,category_id,transaction_code
2018-09-04,687.29,Credit Card Payment,debit,4,UNKNOWN MERCHANT #JECCMF
2018-09-04,1247.44,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #5TWI1S
2018-09-04,11.76,Netflix,debit,16,FANDANGO MOVIE PURCHASE #VMDBUG
2018-09-07,30.0,Gas Company,debit,22,CITY ELECTRIC BILL #LIL4X5
2018-09-09,18.0,Brewing Company,debit,1,MIXOLOGY LOUNGE #SKZ66N
2018-09-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #V65X4M
2018-09-11,38.86,BP,debit,9,SHELL OIL #69N6BO
2018-09-11,7.87,Grocery Store,debit,10,TARGET GROCERY #GO2YEC
2018-09-12,47.16,Grocery Store,debit,10,JEWEL-OSCO #3GXVC1
2018-09-12,89.4,Phone Company,debit,14,VERIZON WIRELESS BILL #Q1NCF2
2018-09-13,5.64,Grocery Store,debit,10,WALMART SUPERCENTER #I68DO2
2018-09-14,134.34,Credit Card Payment,credit,4,UNKNOWN MERCHANT #NAK0QZ
2018-09-14,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #714R9X
2018-09-17,10.17,Grocery Store,debit,10,JEWEL-OSCO #QP0MB3
2018-09-17,8.8,Grocery Store,debit,10,TARGET GROCERY #INCKA4
2018-09-17,35.0,City Water Charges,debit,22,NATURAL GAS SERVICE #R5CL0E
2018-09-18,4.32,Grocery Store,debit,10,TARGET GROCERY #1LDI8L
2018-09-18,60.0,Power Company,debit,22,CITY ELECTRIC BILL #C8XKN7
2018-09-19,75.0,State Farm,debit,2,GEICO INSURANCE PAYMENT #5MJNXI
2018-09-19,30.0,Barbershop,debit,11,LOCAL BARBER SHOP #KQC4XD
2018-09-20,47.38,Amazon,debit,20,TARGET STORE 1456 #M4LJCL
2018-09-22,69.4,Hardware Store,debit,12,MENARDS ROCKFORD #SEDU1H
2018-09-22,6.83,Hardware Store,debit,12,LOWE'S STORE 8832 #AQLE6B
2018-09-25,74.99,Internet Service Provider,debit,13,AT&T INTERNET SERVICE #XS8OCY
2018-09-25,48.64,Sushi Restaurant,debit,19,CHILI'S GRILL & BAR #Q2LXF4
2018-09-26,5.0,Starbucks,debit,3,DUNKIN #34567 #8DWYK7
2018-09-26,38.0,Exxon,debit,9,CASEY'S GENERAL STORE 6672 #IQY5BZ
2018-09-27,40.71,Valero,debit,9,CASEY'S GENERAL STORE 6672 #YVLD0J
2018-09-28,128.12,Credit Card Payment,credit,4,UNKNOWN MERCHANT #7WTTTX
2018-09-28,284.96,Credit Card Payment,credit,4,UNKNOWN MERCHANT #VFE7VU
2018-09-28,284.96,Credit Card Payment,debit,4,UNKNOWN MERCHANT #NOPL6V
2018-09-28,13.36,Grocery Store,debit,10,JEWEL-OSCO #5NVQOU
2018-09-28,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #KONLBF
2018-09-29,23.26,Greek Restaurant,debit,19,CHILI'S GRILL & BAR #P5N546
2018-09-29,46.7,German Restaurant,debit,19,CHILI'S GRILL & BAR #Q588X5
2018-10-01,3.0,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #JVZ2RO
2018-10-01,128.12,Credit Card Payment,debit,4,UNKNOWN MERCHANT #G7YJCH
2018-10-01,15.66,Grocery Store,debit,10,TARGET GROCERY #LIZP5A
2018-10-01,13.13,Amazon,debit,20,TARGET STORE 1456 #8TTT7T
2018-10-02,124.03,Credit Card Payment,credit,4,UNKNOWN MERCHANT #1CVXP3
2018-10-02,124.03,Credit Card Payment,debit,4,UNKNOWN MERCHANT #OAVH6J
2018-10-02,1209.18,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #YEQ8G3
2018-10-04,11.76,Netflix,debit,16,FANDANGO MOVIE PURCHASE #PP3ESZ
2018-10-06,27.0,American Tavern,debit,19,CHILI'S GRILL & BAR #4E8IOP
2018-10-08,38.06,Shell,debit,9,CASEY'S GENERAL STORE 6672 #MEXOBN
2018-10-08,80.65,Hardware Store,debit,12,MENARDS ROCKFORD #VX82DH
2018-10-08,31.2,Hardware Store,debit,12,HOME DEPOT 5244 #SB60XI
2018-10-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #L97NQ0
2018-10-09,19.98,Amazon,debit,20,AMAZON.COM PURCHASE #ACV4U5
2018-10-09,30.0,Gas Company,debit,22,WATER DEPARTMENT PAYMENT #C6WFFQ
2018-10-10,53.68,Grocery Store,debit,10,WALMART SUPERCENTER #VTGWWX
2018-10-11,89.4,Phone Company,debit,14,T-MOBILE PAYMENT #Y7OOJW
2018-10-12,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #K5PUW3
2018-10-16,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #2AY3KV
2018-10-17,35.0,City Water Charges,debit,22,CITY ELECTRIC BILL #S380FF
2018-10-18,75.0,State Farm,debit,2,PROGRESSIVE INSURANCE #4F1BMY
2018-10-18,33.55,Grocery Store,debit,10,WALMART SUPERCENTER #BK7B4U
2018-10-18,45.24,Hardware Store,debit,12,HOME DEPOT 5244 #NXHJG1
2018-10-18,8.0,Brunch Restaurant,debit,19,OLIVE GARDEN 4452 #6G0JTA
2018-10-21,544.37,Credit Card Payment,credit,4,UNKNOWN MERCHANT #9G80DP
2018-10-22,353.83,Credit Card Payment,credit,4,UNKNOWN MERCHANT #36JOT4
2018-10-22,353.83,Credit Card Payment,debit,4,UNKNOWN MERCHANT #TY50NS
2018-10-22,34.66,BP,debit,9,SHELL OIL #HI3NHS
2018-10-23,7.57,Grocery Store,debit,10,JEWEL-OSCO #UKBMP4
2018-10-25,74.99,Internet Service Provider,debit,13,COMCAST XFINITY BILL #A8NA0B
2018-10-25,29.98,Amazon,debit,20,TARGET STORE 1456 #VTGJSJ
2018-10-26,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #JW08G4
2018-10-27,25.4,American Tavern,debit,19,LOCAL DINER PURCHASE #LAUUAQ
2018-10-28,12.71,Brewing Company,debit,1,MIXOLOGY LOUNGE #WQ312L
2018-10-28,14.75,Seafood Restaurant,debit,8,UNKNOWN MERCHANT #Z9ZSE4
2018-10-28,92.49,Grocery Store,debit,10,JEWEL-OSCO #60L5S4
2018-10-28,54.0,Italian Restaurant,debit,19,LOCAL DINER PURCHASE #9EWMUL
2018-10-31,5.64,Grocery Store,debit,10,WALMART SUPERCENTER #37SDKN
2018-11-01,13.13,Amazon,debit,20,AMAZON.COM PURCHASE #QKKI1H
2018-11-02,262.51,Credit Card Payment,credit,4,UNKNOWN MERCHANT #L5T8P3
2018-11-02,262.51,Credit Card Payment,debit,4,UNKNOWN MERCHANT #WCGOPG
2018-11-02,1209.18,Mortgage Payment,debit,15,ZILLOW RENT PORTAL #CAIQ7D
2018-11-03,23.66,Pizza Place,debit,7,CHIPOTLE MEXICAN GRILL #TVAHQW
2018-11-04,11.76,Netflix,debit,16,FANDANGO MOVIE PURCHASE #O4DMA9
2018-11-05,36.51,Shell,debit,9,MOBIL FUEL STATION #E1NMVA
2018-11-06,53.95,Amazon,debit,20,AMAZON.COM PURCHASE #VW19AG
2018-11-06,30.0,Gas Company,debit,22,WATER DEPARTMENT PAYMENT #HQ0SBZ
2018-11-08,5.64,Grocery Store,debit,10,TARGET GROCERY #3TSEYA
2018-11-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #HAR6A0
2018-11-09,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #27YSI2
2018-11-10,27.0,Brewing Company,debit,1,RED LANTERN PUB #RLBBTC
2018-11-10,14.19,Chick-Fil-A,debit,7,MCDONALD'S #18452 #52YJ3Y
2018-11-10,24.4,Food Truck,debit,10,WALMART SUPERCENTER #2263JX
2018-11-12,10.18,Grocery Store,debit,10,WALMART SUPERCENTER #RMXJ7F
2018-11-12,22.33,American Tavern,debit,19,OLIVE GARDEN 4452 #TFY84S
2018-11-13,4.8,Grocery Store,debit,10,JEWEL-OSCO #MP0BUX
2018-11-13,37.43,Grocery Store,debit,10,WALMART SUPERCENTER #GHAEHN
2018-11-13,10.15,Grocery Store,debit,10,JEWEL-OSCO #HWSLXM
2018-11-13,89.54,Phone Company,debit,14,T-MOBILE PAYMENT #YOZUB6
2018-11-14,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #87FPUB
2018-11-16,35.0,City Water Charges,debit,22,NATURAL GAS SERVICE #SOAID8
2018-11-17,22.8,Brewing Company,debit,1,MIXOLOGY LOUNGE #Z9IQVS
2018-11-17,15.47,Hardware Store,debit,12,HOME DEPOT 5244 #YYUF2S
2018-11-17,6.4,Hardware Store,debit,12,MENARDS ROCKFORD #FBGEP7
2018-11-17,23.26,Greek Restaurant,debit,19,CHILI'S GRILL & BAR #GMIUJR
2018-11-19,20.0,Brewing Company,debit,1,TIPSY TAP BAR & GRILL #W7G2Y4
2018-11-19,29.15,QuikTrip,debit,9,MOBIL FUEL STATION #LC48MI
2018-11-19,10.02,Hardware Store,debit,12,MENARDS ROCKFORD #869LH5
2018-11-20,75.0,State Farm,debit,2,STATE FARM AUTO BILL #LPSFX9
2018-11-20,421.96,Credit Card Payment,credit,4,UNKNOWN MERCHANT #H1YFZI
2018-11-21,5.64,Grocery Store,debit,10,JEWEL-OSCO #6BIK1C
2018-11-21,37.41,Hardware Store,debit,12,HOME DEPOT 5244 #UUKLCP
2018-11-23,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #PMC6WX
2018-11-26,16.8,American Tavern,debit,1,MIXOLOGY LOUNGE #HKILM3
2018-11-26,74.99,Internet Service Provider,debit,13,AT&T INTERNET SERVICE #9RFFDD
2018-11-27,17.0,Movie Theater,debit,16,REGAL CINEMAS #ERTPAS
2018-11-27,28.4,American Tavern,debit,19,CHILI'S GRILL & BAR #FVY7LG
2018-11-29,582.99,Credit Card Payment,credit,4,UNKNOWN MERCHANT #UWOI37
2018-11-29,751.5,Credit Card Payment,credit,4,UNKNOWN MERCHANT #1LNOWB
2018-11-30,582.99,Credit Card Payment,debit,4,UNKNOWN MERCHANT #9NY6NZ
2018-11-30,6.27,Grocery Store,debit,10,JEWEL-OSCO #54WB00
2018-12-01,5.64,Grocery Store,debit,10,WALMART SUPERCENTER #TZOR2A
2018-12-01,8.0,Brunch Restaurant,debit,19,LOCAL DINER PURCHASE #VS8FKI
2018-12-01,13.13,Amazon,debit,20,TARGET STORE 1456 #6ARUUS
2018-12-03,30.03,BP,debit,9,SHELL OIL #1SH5FV
2018-12-03,148.15,Grocery Store,debit,10,TARGET GROCERY #1YY1KJ
2018-12-03,1209.18,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #420CI2
2018-12-04,3.0,Starbucks,debit,3,DUNKIN #34567 #VSERQ3
2018-12-04,20.65,Latin Restaurant,debit,7,TACO BELL #2231 #R4RARD
2018-12-04,11.76,Netflix,debit,16,REGAL CINEMAS #JE6PHD
2018-12-06,21.38,Grocery Store,debit,10,JEWEL-OSCO #IY6KVU
2018-12-06,13.48,Grocery Store,debit,10,TARGET GROCERY #JRAIEC
2018-12-06,40.0,Gas Company,debit,22,CITY ELECTRIC BILL #A7HI7V
2018-12-07,30.0,Barbershop,debit,11,LOCAL BARBER SHOP #0JRUU3
2018-12-07,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #ECUYIH
2018-12-08,12.64,Grocery Store,debit,10,TARGET GROCERY #P9N8PQ
2018-12-09,10.69,Spotify,debit,17,SPOTIFY PREMIUM #QYUEIG
2018-12-11,10.29,Brunch Restaurant,debit,19,CHILI'S GRILL & BAR #WHHQJY
2018-12-12,89.54,Phone Company,debit,14,T-MOBILE PAYMENT #MMMA24
2018-12-13,27.0,Thai Restaurant,debit,19,CHILI'S GRILL & BAR #8PEJKG
2018-12-14,21.39,Grocery Store,debit,10,WALMART SUPERCENTER #15DPBU
2018-12-14,17.1,Hardware Store,debit,12,HOME DEPOT 5244 #0IS0AM
2018-12-14,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #XSZ5JL
2018-12-17,63.0,American Tavern,debit,8,UNKNOWN MERCHANT #NRFUCI
2018-12-17,20.01,BP,debit,9,MOBIL FUEL STATION #PJXHCF
2018-12-17,35.0,City Water Charges,debit,22,CITY ELECTRIC BILL #KHW6IA
2018-12-18,3.0,Starbucks,debit,3,DUNKIN #34567 #0OM2ZB
2018-12-18,311.02,Credit Card Payment,credit,4,UNKNOWN MERCHANT #IHAL84
2018-12-18,311.02,Credit Card Payment,debit,4,UNKNOWN MERCHANT #BVX3KG
2018-12-18,56.52,Fancy Restaurant,debit,19,OLIVE GARDEN 4452 #LLVZDH
2018-12-18,49.99,Amazon,debit,20,WALMART ONLINE ORDER #14HZEY
2018-12-18,41.72,Amazon,debit,20,AMAZON.COM PURCHASE #78ZDQ1
2018-12-18,24.3,Amazon,debit,20,WALMART ONLINE ORDER #V97LX0
2018-12-19,75.0,State Farm,debit,2,STATE FARM AUTO BILL #HJLJFD
2018-12-19,43.01,Amazon,debit,20,AMAZON.COM PURCHASE #W4AGTS
2018-12-20,464.03,Credit Card Payment,credit,4,UNKNOWN MERCHANT #CKQF0K
2018-12-20,30.38,Shell,debit,9,CASEY'S GENERAL STORE 6672 #VOFHB9
2018-12-21,464.03,Credit Card Payment,debit,4,UNKNOWN MERCHANT #V9FIGC
2018-12-21,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #S6Y33P
2018-12-22,21.38,New York Deli,debit,7,MCDONALD'S #18452 #PD1Q1U
2018-12-22,22.14,Hardware Store,debit,12,MENARDS ROCKFORD #2KSNBC
2018-12-23,28.0,Hardware Store,debit,12,MENARDS ROCKFORD #C7I0KQ
2018-12-24,38.4,Hardware Store,debit,12,MENARDS ROCKFORD #11VD3X
2018-12-26,56.07,Chick-Fil-A,debit,7,MCDONALD'S #18452 #PGYOJK
2018-12-26,32.47,Shell,debit,9,MOBIL FUEL STATION #75TW2Q
2018-12-26,7.48,Shell,debit,9,SHELL OIL #T6LQOF
2018-12-26,75.99,Internet Service Provider,debit,13,CHARTER SPECTRUM #OB92BY
2018-12-26,44.99,Amazon,debit,20,AMAZON.COM PURCHASE #H5HMUE
2018-12-28,12.0,Brewing Company,debit,1,RED LANTERN PUB #7IT3B1
2018-12-29,14.0,Brewing Company,debit,1,RED LANTERN PUB #Z9U1DE
2018-12-29,860.05,Credit Card Payment,credit,4,UNKNOWN MERCHANT #XNRVU6
2018-12-29,55.04,Grocery Store,debit,10,JEWEL-OSCO #736EWZ
2019-01-01,13.09,Amazon,debit,20,TARGET STORE 1456 #VGW1FC
2019-01-02,499.6,Credit Card Payment,debit,4,UNKNOWN MERCHANT #HF501V
2019-01-03,1100.0,Mortgage Payment,debit,15,APARTMENT RENT PAYMENT #UO5Q2Z
2019-01-03,42.1,Amazon,debit,20,AMAZON.COM PURCHASE #AHVYXK
2019-01-04,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #3PB5RF
2019-01-05,23.49,American Tavern,debit,19,OLIVE GARDEN 4452 #E20A6V
2019-01-08,45.0,Gas Company,debit,22,CITY ELECTRIC BILL #EMAGG8
2019-01-09,491.45,Credit Card Payment,credit,4,UNKNOWN MERCHANT #WPI6J5
2019-01-09,491.45,Credit Card Payment,debit,4,UNKNOWN MERCHANT #TYINZR
2019-01-09,281.84,Credit Card Payment,debit,4,UNKNOWN MERCHANT #EHR42D
2019-01-09,10.69,Spotify,debit,17,SPOTIFY PREMIUM #JMR0FA
2019-01-10,58.79,Grocery Store,debit,10,WALMART SUPERCENTER #60WMMG
2019-01-10,30.0,Barbershop,debit,11,LOCAL BARBER SHOP #ZG8MAW
2019-01-10,65.0,Phone Company,debit,14,AT&T MOBILE SERVICE #EWWZHT
2019-01-14,28.92,Shell,debit,9,CASEY'S GENERAL STORE 6672 #QO6C1J
2019-01-15,6.06,Grocery Store,debit,10,WALMART SUPERCENTER #TLJ1H4
2019-01-16,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #2ULKX6
2019-01-16,60.0,Power Company,debit,22,CITY ELECTRIC BILL #4YGWT4
2019-01-18,75.0,State Farm,debit,2,GEICO INSURANCE PAYMENT #94HEJ1
2019-01-18,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #9GGX1Z
2019-01-21,277.99,Credit Card Payment,credit,4,UNKNOWN MERCHANT #RHO57Q
2019-01-22,277.99,Credit Card Payment,debit,4,UNKNOWN MERCHANT #JKZA2Y
2019-01-24,21.06,Grocery Store,debit,10,JEWEL-OSCO #7BJPV6
2019-01-24,11.7,Amazon,debit,20,TARGET STORE 1456 #0PZVVF
2019-01-24,4.21,Amazon,debit,20,AMAZON.COM PURCHASE #ZAU5X8
2019-01-25,75.0,Internet Service Provider,debit,13,AT&T INTERNET SERVICE #1PQZKO
2019-01-31,1900.0,Credit Card Payment,debit,4,UNKNOWN MERCHANT #NU0INK
2019-01-31,31.32,Shell,debit,9,MOBIL FUEL STATION #68WM7X
2019-02-01,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #OTMC0J
2019-02-01,9.47,Roadside Diner,debit,19,CHILI'S GRILL & BAR #JXWF6U
2019-02-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #H5UFM5
2019-02-04,86.97,Hardware Store,debit,12,HOME DEPOT 5244 #VKBDSN
2019-02-04,11.76,Netflix,debit,21,DISNEY+ MONTHLY #H9N6Q4
2019-02-05,1100.0,Mortgage Payment,debit,15,ZILLOW RENT PORTAL #I3ULZP
2019-02-07,65.0,Gas Company,debit,22,CITY ELECTRIC BILL #TSBKCG
2019-02-08,3.0,Starbucks,debit,3,PEET'S COFFEE ROASTERS #UMPOXX
2019-02-08,27.47,Thai Restaurant,debit,19,CHILI'S GRILL & BAR #BS7H7R
2019-02-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #Q839KO
2019-02-11,3.0,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #L5X2MT
2019-02-11,133.95,Credit Card Payment,debit,4,UNKNOWN MERCHANT #MQWG19
2019-02-11,24.01,BP,debit,9,SHELL OIL #QM7RLR
2019-02-12,30.54,Grocery Store,debit,10,WALMART SUPERCENTER #N3R0G7
2019-02-12,65.0,Phone Company,debit,14,T-MOBILE PAYMENT #W5S5KT
2019-02-13,8.21,Grocery Store,debit,10,TARGET GROCERY #GAAR6O
2019-02-15,207.47,Credit Card Payment,credit,4,UNKNOWN MERCHANT #6TAIB8
2019-02-15,207.47,Credit Card Payment,debit,4,UNKNOWN MERCHANT #CX815D
2019-02-15,4.59,Grocery Store,debit,10,JEWEL-OSCO #3CTLBA
2019-02-15,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #IL7F5B
2019-02-15,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #F25SOE
2019-02-16,8.0,Brewing Company,debit,1,TIPSY TAP BAR & GRILL #E1NB4O
2019-02-16,32.75,American Tavern,debit,19,OLIVE GARDEN 4452 #4PSXB1
2019-02-16,37.45,Amazon,debit,20,TARGET STORE 1456 #1T2N0Y
2019-02-19,574.84,Credit Card Payment,debit,4,UNKNOWN MERCHANT #IHE1M0
2019-02-19,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #Z77BBG
2019-02-20,75.0,State Farm,debit,2,GEICO INSURANCE PAYMENT #UZ4T84
2019-02-20,292.54,Credit Card Payment,credit,4,UNKNOWN MERCHANT #UBK1E0
2019-02-20,30.0,Barbershop,debit,11,SPORT CLIPS HAIRCUT #BXE5PG
2019-02-21,292.54,Credit Card Payment,debit,4,UNKNOWN MERCHANT #61JZBD
2019-02-21,46.96,Grocery Store,debit,10,WALMART SUPERCENTER #GJUVB1
2019-02-25,33.8,BP,debit,9,MOBIL FUEL STATION #CJOSBG
2019-02-25,75.0,Internet Service Provider,debit,13,AT&T INTERNET SERVICE #77E3CB
2019-02-27,25.77,Roadside Diner,debit,19,CHILI'S GRILL & BAR #IMDSN0
2019-02-28,32.07,Grocery Store,debit,10,JEWEL-OSCO #WW7BNK
2019-03-01,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #HE0DYD
2019-03-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #LH07PT
2019-03-04,92.04,Grocery Store,debit,10,TARGET GROCERY #MUHTBF
2019-03-04,1100.0,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #2VUG35
2019-03-04,11.76,Netflix,debit,21,NETFLIX SUBSCRIPTION #IP4TH0
2019-03-05,7.0,Fancy Restaurant,debit,19,OLIVE GARDEN 4452 #YX2HPF
2019-03-06,491.86,Credit Card Payment,debit,4,UNKNOWN MERCHANT #03WRYO
2019-03-08,34.08,BP,debit,9,MOBIL FUEL STATION #YYD65Z
2019-03-08,27.17,Amazon,debit,20,AMAZON.COM PURCHASE #JYE4LZ
2019-03-08,49.0,Gas Company,debit,22,NATURAL GAS SERVICE #FXH8TC
2019-03-09,10.69,Spotify,debit,17,SPOTIFY PREMIUM #TZK3L8
2019-03-12,65.0,Phone Company,debit,14,VERIZON WIRELESS BILL #XWTIII
2019-03-12,3.02,Bakery Place,debit,19,LOCAL DINER PURCHASE #Q9Z4RB
2019-03-13,532.86,Credit Card Payment,credit,4,UNKNOWN MERCHANT #FSY3U0
2019-03-13,301.79,Credit Card Payment,credit,4,UNKNOWN MERCHANT #9HPUKZ
2019-03-14,305.27,Credit Card Payment,debit,4,UNKNOWN MERCHANT #VVWDF9
2019-03-14,301.79,Credit Card Payment,debit,4,UNKNOWN MERCHANT #VE5C0X
2019-03-14,8.0,Brunch Restaurant,debit,19,OLIVE GARDEN 4452 #WAABU9
2019-03-15,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #Z64EM1
2019-03-15,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #9O326D
2019-03-18,320.99,Best Buy,debit,5,APPLE.COM/BILL #3DAWEW
2019-03-18,16.23,Grocery Store,debit,10,TARGET GROCERY #FI4SXO
2019-03-19,13.84,Amazon,debit,20,TARGET STORE 1456 #MI6YF1
2019-03-19,35.0,City Water Charges,debit,22,CITY ELECTRIC BILL #DBJ4MT
2019-03-20,75.0,State Farm,debit,2,STATE FARM AUTO BILL #V6IOSB
2019-03-22,37.51,BP,debit,9,MOBIL FUEL STATION #TOPHY0
2019-03-23,5.2,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #VFBR73
2019-03-25,75.0,Internet Service Provider,debit,13,CHARTER SPECTRUM #CT3DW4
2019-03-26,16.04,Amazon,debit,20,TARGET STORE 1456 #WKX0ZK
2019-03-27,49.63,Brewing Company,debit,1,MIXOLOGY LOUNGE #LXX9IC
2019-03-27,4.46,Grocery Store,debit,10,JEWEL-OSCO #80HUUC
2019-03-29,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #MIMI4N
2019-03-30,12.84,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #EDA0AW
2019-03-31,957.6,Credit Card Payment,credit,4,UNKNOWN MERCHANT #T9YLV8
2019-04-01,1552.65,Credit Card Payment,debit,4,UNKNOWN MERCHANT #25Q4AG
2019-04-01,600.51,Credit Card Payment,credit,4,UNKNOWN MERCHANT #QP62U8
2019-04-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #5KG0LB
2019-04-02,1100.0,Mortgage Payment,debit,15,APARTMENT RENT PAYMENT #HPZVCW
2019-04-04,5.64,Grocery Store,debit,10,WALMART SUPERCENTER #W91KPF
2019-04-04,35.9,Amazon,debit,20,AMAZON.COM PURCHASE #AWM29T
2019-04-04,11.76,Netflix,debit,21,NETFLIX SUBSCRIPTION #XQ724R
2019-04-06,27.54,Amazon,debit,20,WALMART ONLINE ORDER #S1G9GG
2019-04-08,30.0,Gas Company,debit,22,WATER DEPARTMENT PAYMENT #3Q5VD4
2019-04-09,436.75,Credit Card Payment,debit,4,UNKNOWN MERCHANT #5O8ZFW
2019-04-09,10.7,Grocery Store,debit,10,WALMART SUPERCENTER #EE58DI
2019-04-09,30.0,Barbershop,debit,11,GREAT CLIPS SALON #MDX6K7
2019-04-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #OI51R9
2019-04-10,65.0,Phone Company,debit,14,VERIZON WIRELESS BILL #JC3DVT
2019-04-12,44.93,Best Buy,debit,5,AMZN MKTPLACE SOFTWARE #7R31G2
2019-04-12,41.34,Grocery Store,debit,10,TARGET GROCERY #R8XBOW
2019-04-12,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #F56EA9
2019-04-13,38.94,QuikTrip,debit,9,CASEY'S GENERAL STORE 6672 #ND3A1Z
2019-04-13,16.87,Grocery Store,debit,10,TARGET GROCERY #N4DLOZ
2019-04-13,20.64,Vietnamese Restaurant,debit,19,LOCAL DINER PURCHASE #THPURK
2019-04-15,60.0,Power Company,debit,22,WATER DEPARTMENT PAYMENT #6COZBT
2019-04-16,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #P7MJ1K
2019-04-18,75.0,State Farm,debit,2,GEICO INSURANCE PAYMENT #2ZO6X2
2019-04-18,604.32,Credit Card Payment,credit,4,UNKNOWN MERCHANT #XRVHFL
2019-04-18,458.1,Credit Card Payment,credit,4,UNKNOWN MERCHANT #LVXWHE
2019-04-19,604.32,Credit Card Payment,debit,4,UNKNOWN MERCHANT #R5UZAZ
2019-04-19,10.89,Grocery Store,debit,10,JEWEL-OSCO #3MSKDH
2019-04-22,14.4,Brewing Company,debit,1,MIXOLOGY LOUNGE #U43CCW
2019-04-22,64.52,Greek Restaurant,debit,19,OLIVE GARDEN 4452 #QM29FN
2019-04-23,29.56,Hardware Store,debit,12,LOWE'S STORE 8832 #S4GJ28
2019-04-25,75.0,Internet Service Provider,debit,13,COMCAST XFINITY BILL #T8JZQF
2019-04-26,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #KSK7JC
2019-04-27,40.0,Brewing Company,debit,1,MIXOLOGY LOUNGE #6ECS2K
2019-04-27,268.96,Credit Card Payment,credit,4,UNKNOWN MERCHANT #4VQG73
2019-04-27,14.74,American Tavern,debit,19,OLIVE GARDEN 4452 #A0PCUO
2019-04-29,268.96,Credit Card Payment,debit,4,UNKNOWN MERCHANT #2K51Z9
2019-04-29,5.64,Grocery Store,debit,10,TARGET GROCERY #KXM8J2
2019-04-30,39.08,BP,debit,9,CASEY'S GENERAL STORE 6672 #M1AMKZ
2019-05-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #Q69G5A
2019-05-02,1100.0,Mortgage Payment,debit,15,APARTMENT RENT PAYMENT #YNVHCK
2019-05-03,758.07,Credit Card Payment,debit,4,UNKNOWN MERCHANT #OBOERU
2019-05-04,13.9,Netflix,debit,21,DISNEY+ MONTHLY #3WHBMF
2019-05-06,16.94,Amazon,debit,20,TARGET STORE 1456 #X4KOSJ
2019-05-07,38.56,Amazon,debit,20,AMAZON.COM PURCHASE #8B2R1K
2019-05-09,331.69,Best Buy,debit,5,APPLE.COM/BILL #3ZMX1O
2019-05-09,10.69,Spotify,debit,17,APPLE MUSIC SUBSCRIPTION #0UOJY6
2019-05-09,3.2,Target,debit,20,TARGET STORE 1456 #5XNQ0D
2019-05-09,30.0,Gas Company,debit,22,NATURAL GAS SERVICE #0BD897
2019-05-10,21.39,Best Buy,debit,5,MICROSOFT*SUBSCRIPTION #HEANHI
2019-05-10,65.0,Phone Company,debit,14,VERIZON WIRELESS BILL #4PWJPP
2019-05-10,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #WUOMQ5
2019-05-13,480.88,Credit Card Payment,debit,4,UNKNOWN MERCHANT #FBUZ0Z
