Date,Description,Amount,Transaction Type,Category,Account Name,Transaction Class,is_weekend,Transaction Code
2018-06-21,Credit Card Payment,89.45,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #28HAK1
2018-06-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #PX6K2E
2018-06-23,Brunch Restaurant,8.5,debit,Restaurants,Silver Card,Expense,True,CHILI'S GRILL & BAR #8K2J4T
2018-06-23,Amazon,74.97,debit,Shopping,Platinum Card,Expense,True,TARGET STORE 1456 #1RMPJX
2018-06-25,Credit Card Payment,942.76,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #N2EP6X
2018-06-25,Credit Card Payment,942.76,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #9G5CVE
2018-06-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #Q1ZYVH
2018-06-26,Grocery Store,9.62,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #Z6VVW9
2018-06-27,Starbucks,3.5,debit,Coffee Shops,Silver Card,Expense,False,PEET'S COFFEE ROASTERS #5BZEGC
2018-06-27,Pizza Place,22.66,debit,Fast Food,Platinum Card,Expense,False,TACO BELL #2231 #LNVM9F
2018-06-28,Grocery Store,7.57,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #92MWJR
2018-07-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,True,WALMART ONLINE ORDER #O4AZ7N
2018-07-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #T1P3P8
2018-07-02,Movie Theater,25.0,debit,Movies & DVDs,Silver Card,Expense,False,AMC THEATERS TICKET #GI4VDM
2018-07-02,American Tavern,36.44,debit,Restaurants,Silver Card,Expense,False,OLIVE GARDEN 4452 #6QA3CT
2018-07-04,BP,34.48,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #A4VUXL
2018-07-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,False,REGAL CINEMAS #H69BB6
2018-07-05,Grocery Store,44.25,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #PJKPPD
2018-07-05,Amazon,212.32,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #7KIJR9
2018-07-06,Amazon Video,6.41,debit,Movies & DVDs,Platinum Card,Expense,False,AMC THEATERS TICKET #HR183U
2018-07-06,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #173YBI
2018-07-08,Credit Card Payment,259.87,credit,Credit Card Payment,Platinum Card,Transfer,True,UNKNOWN MERCHANT #UXIHQJ
2018-07-09,Credit Card Payment,242.16,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #S06B2U
2018-07-09,Credit Card Payment,259.87,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #OQ1JGL
2018-07-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,SPOTIFY PREMIUM #5VT4IE
2018-07-10,Credit Card Payment,242.16,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #2CXGXX
2018-07-10,Grocery Store,5.39,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #NW628D
2018-07-10,Gas Company,30.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #V3FI85
2018-07-11,Phone Company,89.46,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #X1KL5D
2018-07-14,Go Mart,33.51,debit,Gas & Fuel,Silver Card,Expense,True,MOBIL FUEL STATION #XJF8UJ
2018-07-15,Circle K,36.24,debit,Gas & Fuel,Platinum Card,Expense,True,SHELL OIL #RGK7BR
2018-07-17,Wendy's,15.23,debit,Fast Food,Silver Card,Expense,False,MCDONALD'S #18452 #NVETZ7
2018-07-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #0XN01L
2018-07-17,Power Company,60.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #OD45ZI
2018-07-18,Irish Restaurant,28.54,debit,Alcohol & Bars,Platinum Card,Expense,False,RED LANTERN PUB #19SBWD
2018-07-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #6TM05M
2018-07-20,Credit Card Payment,61.43,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #5CKU7V
2018-07-20,Credit Card Payment,102.88,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #WL6NWK
2018-07-20,Credit Card Payment,102.88,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #92MCZM
2018-07-20,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #F05E78
2018-07-21,Grocery Store,28.93,debit,Groceries,Platinum Card,Expense,True,TARGET GROCERY #ZOFK4G
2018-07-21,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,True,LOCAL BARBER SHOP #GCZ73U
2018-07-23,Credit Card Payment,61.43,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #8LXN20
2018-07-23,Starbucks,9.58,debit,Fast Food,Platinum Card,Expense,False,CHIPOTLE MEXICAN GRILL #SW1RE4
2018-07-24,American Tavern,26.59,debit,Restaurants,Platinum Card,Expense,False,OLIVE GARDEN 4452 #FXG7EC
2018-07-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #MBUBPE
2018-07-26,Conoco,33.67,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #DM2ATJ
2018-07-28,Grocery Store,7.61,debit,Groceries,Silver Card,Expense,True,WALMART SUPERCENTER #32NL9R
2018-07-30,American Tavern,34.38,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #F91J6M
2018-07-31,Brewing Company,6.6,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #MQBILG
2018-08-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #KC2ZHL
2018-08-02,Credit Card Payment,816.27,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #IF395I
2018-08-02,Shell,40.44,debit,Gas & Fuel,Silver Card,Expense,False,SHELL OIL #18I0W1
2018-08-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #QWKW2U
2018-08-03,Grocery Store,6.27,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #401RHJ
2018-08-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #NL8VJK
2018-08-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,True,REGAL CINEMAS #8PCID1
2018-08-06,Amazon,76.47,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #A3ST9U
2018-08-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #5MLHV5
2018-08-09,Gas Company,30.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #AFGG8K
2018-08-10,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #3QLCGE
2018-08-11,Chick-Fil-A,13.67,debit,Fast Food,Platinum Card,Expense,True,MCDONALD'S #18452 #GAFYZK
2018-08-11,Valero,33.66,debit,Gas & Fuel,Platinum Card,Expense,True,SHELL OIL #6QAR1O
2018-08-15,Credit Card Payment,269.56,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #E0WIU3
2018-08-15,Credit Card Payment,159.38,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #CAMNJ5
2018-08-15,Shell,41.07,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #R26OD9
2018-08-15,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #OKQZWT
2018-08-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #1NDB3O
2018-08-16,Credit Card Payment,269.56,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #Y0FZTJ
2018-08-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #ZGJHEB
2018-08-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #XG8G3G
2018-08-17,Amazon,14.98,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #TNQPWS
2018-08-18,Amazon,23.47,debit,Shopping,Platinum Card,Expense,True,TARGET STORE 1456 #ZO3Y7M
2018-08-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #ZHX1ZC
2018-08-21,Credit Card Payment,34.18,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #H9D14X
2018-08-21,Credit Card Payment,99.76,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #BC6AM2
2018-08-21,Credit Card Payment,99.76,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #35DZRI
2018-08-22,Credit Card Payment,34.18,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #GX7QYC
2018-08-24,American Tavern,42.31,debit,Restaurants,Platinum Card,Expense,False,OLIVE GARDEN 4452 #1AJ9MX
2018-08-27,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #8WPTU1
2018-08-30,Shell,35.65,debit,Gas & Fuel,Platinum Card,Expense,False,CASEY'S GENERAL STORE 6672 #F2FKEX
2018-08-31,Grocery Store,11.64,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #42VL8N
2018-08-31,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #GTFI8D
2018-09-01,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card,Expense,True,TIPSY TAP BAR & GRILL #TI9V14
2018-09-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,True,WALMART ONLINE ORDER #FVQLED
2018-09-02,Amazon,109.83,debit,Shopping,Platinum Card,Expense,True,AMAZON.COM PURCHASE #1TET5X
2018-09-04,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #OQJG8C
2018-09-04,Credit Card Payment,687.29,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #J1RNCQ
2018-09-04,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,False,ZILLOW RENT PORTAL #J2X171
2018-09-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,False,AMC THEATERS TICKET #IB4Z1N
2018-09-07,Gas Company,30.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #HDZNZN
2018-09-09,Brewing Company,18.0,debit,Alcohol & Bars,Platinum Card,Expense,True,MIXOLOGY LOUNGE #M7SRQT
2018-09-09,Spotify,10.69,debit,Music,Platinum Card,Expense,True,APPLE MUSIC SUBSCRIPTION #HZ71IK
2018-09-11,BP,38.86,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #Y6B88M
2018-09-11,Grocery Store,7.87,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #ZHC5N9
2018-09-12,Grocery Store,47.16,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #PT1663
2018-09-12,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #HNI3MK
2018-09-13,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #M3L28H
2018-09-14,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #HYRWDW
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #U9J4ON
2018-09-17,Grocery Store,10.17,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #LMZH8E
2018-09-17,Grocery Store,8.8,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #AGCKEP
2018-09-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #OV43AS
2018-09-18,Grocery Store,4.32,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #9RU7PI
2018-09-18,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #HX73F4
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,PROGRESSIVE INSURANCE #SPX87T
2018-09-19,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,False,GREAT CLIPS SALON #GWRI8U
2018-09-20,Amazon,47.38,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #2R52BY
2018-09-22,Hardware Store,69.4,debit,Home Improvement,Platinum Card,Expense,True,MENARDS ROCKFORD #QID4XN
2018-09-22,Hardware Store,6.83,debit,Home Improvement,Platinum Card,Expense,True,MENARDS ROCKFORD #CVAXCA
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #IG50BR
2018-09-25,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #QOPGIZ
2018-09-26,Starbucks,5.0,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #19T15N
2018-09-26,Exxon,38.0,debit,Gas & Fuel,Silver Card,Expense,False,SHELL OIL #GSZ31W
2018-09-27,Valero,40.71,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #XN397H
2018-09-28,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #Z65IJ0
2018-09-28,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #F33UZ4
2018-09-28,Credit Card Payment,284.96,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #LJ1NUK
2018-09-28,Grocery Store,13.36,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #70MZNC
2018-09-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #MNMFDQ
2018-09-29,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,Expense,True,CHILI'S GRILL & BAR #RQQC59
2018-09-29,German Restaurant,46.7,debit,Restaurants,Platinum Card,Expense,True,OLIVE GARDEN 4452 #F63HVS
2018-10-01,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,False,SQ *STARBUCKS STORE 1123 #ZXOC3H
2018-10-01,Credit Card Payment,128.12,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #9GWKO5
2018-10-01,Grocery Store,15.66,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #Q4QUOI
2018-10-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #2F3WDK
2018-10-02,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #LB541N
2018-10-02,Credit Card Payment,124.03,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #JZH9GI
2018-10-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #3KBGYO
2018-10-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,False,AMC THEATERS TICKET #GMO4TY
2018-10-06,American Tavern,27.0,debit,Restaurants,Silver Card,Expense,True,CHILI'S GRILL & BAR #EI5Z3Q
2018-10-08,Shell,38.06,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #5R8VVX
2018-10-08,Hardware Store,80.65,debit,Home Improvement,Silver Card,Expense,False,LOWE'S STORE 8832 #GCNY3S
2018-10-08,Hardware Store,31.2,debit,Home Improvement,Silver Card,Expense,False,MENARDS ROCKFORD #76D994
2018-10-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #QVOHVJ
2018-10-09,Amazon,19.98,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #G6Y03P
2018-10-09,Gas Company,30.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #9CWB8C
2018-10-10,Grocery Store,53.68,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #HSUXP4
2018-10-11,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #8BZBR3
2018-10-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #PX5DIG
2018-10-16,Power Company,60.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #4WKZX4
2018-10-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #GSSXXK
2018-10-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #4VG50A
2018-10-18,Grocery Store,33.55,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #L01PB5
2018-10-18,Hardware Store,45.24,debit,Home Improvement,Platinum Card,Expense,False,LOWE'S STORE 8832 #476I3J
2018-10-18,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,Expense,False,CHILI'S GRILL & BAR #OID63Z
2018-10-21,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card,Transfer,True,UNKNOWN MERCHANT #6680FH
2018-10-22,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #TG8H0M
2018-10-22,Credit Card Payment,353.83,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #CQDKP7
2018-10-22,BP,34.66,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #UX4OIA
2018-10-23,Grocery Store,7.57,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #5HGTCB
2018-10-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #PK5LM0
2018-10-25,Amazon,29.98,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #1OSZKE
2018-10-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #21AQE9
2018-10-27,American Tavern,25.4,debit,Restaurants,Silver Card,Expense,True,OLIVE GARDEN 4452 #ZRI9BW
2018-10-28,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,Expense,True,RED LANTERN PUB #AKIGYR
2018-10-28,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,Expense,True,UNKNOWN MERCHANT #CIT53U
2018-10-28,Grocery Store,92.49,debit,Groceries,Platinum Card,Expense,True,WALMART SUPERCENTER #CHW9H9
2018-10-28,Italian Restaurant,54.0,debit,Restaurants,Platinum Card,Expense,True,OLIVE GARDEN 4452 #XVVURM
2018-10-31,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #B90JRB
2018-11-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #NRVL66
2018-11-02,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #SMNVYD
2018-11-02,Credit Card Payment,262.51,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #MUKDMM
2018-11-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #MJ43JY
2018-11-03,Pizza Place,23.66,debit,Fast Food,Platinum Card,Expense,True,MCDONALD'S #18452 #0OIBOP
2018-11-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,True,AMC THEATERS TICKET #IKC8JU
2018-11-05,Shell,36.51,debit,Gas & Fuel,Platinum Card,Expense,False,CASEY'S GENERAL STORE 6672 #M3GE45
2018-11-06,Amazon,53.95,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #UE2OGK
2018-11-06,Gas Company,30.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #0IW8QB
2018-11-08,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #5B0D67
2018-11-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #61SYJZ
2018-11-09,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #LBN73F
2018-11-10,Brewing Company,27.0,debit,Alcohol & Bars,Platinum Card,Expense,True,MIXOLOGY LOUNGE #0W43IY
2018-11-10,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,Expense,True,TACO BELL #2231 #8IVTZ4
2018-11-10,Food Truck,24.4,debit,Groceries,Platinum Card,Expense,True,TARGET GROCERY #GQBKKG
2018-11-12,Grocery Store,10.18,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #OFGFMT
2018-11-12,American Tavern,22.33,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #PUU9UR
2018-11-13,Grocery Store,4.8,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #2DBMTL
2018-11-13,Grocery Store,37.43,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #GHCQLI
2018-11-13,Grocery Store,10.15,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #4QXXAC
2018-11-13,Phone Company,89.54,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #CYOHLQ
2018-11-14,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #JGZDUA
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #5IDT12
2018-11-17,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,Expense,True,TIPSY TAP BAR & GRILL #P1GLW5
2018-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card,Expense,True,HOME DEPOT 5244 #U0X8AG
2018-11-17,Hardware Store,6.4,debit,Home Improvement,Platinum Card,Expense,True,LOWE'S STORE 8832 #ZU9V88
2018-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,Expense,True,OLIVE GARDEN 4452 #PP5FUX
2018-11-19,Brewing Company,20.0,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #H1WGCW
2018-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,Expense,False,CASEY'S GENERAL STORE 6672 #349MLR
2018-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card,Expense,False,HOME DEPOT 5244 #3LFGN7
2018-11-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,PROGRESSIVE INSURANCE #ESKUMZ
2018-11-20,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #SLDL8P
2018-11-21,Grocery Store,5.64,debit,Groceries,Silver Card,Expense,False,WALMART SUPERCENTER #WL7PZ7
2018-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card,Expense,False,MENARDS ROCKFORD #5R2M2W
2018-11-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #54NJ1Q
2018-11-26,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,Expense,False,MIXOLOGY LOUNGE #SYRKH8
2018-11-26,Internet Service Provider,74.99,debit,Internet,Checking,Expense,False,COMCAST XFINITY BILL #AIOU3F
2018-11-27,Movie Theater,17.0,debit,Movies & DVDs,Silver Card,Expense,False,REGAL CINEMAS #7YE409
2018-11-27,American Tavern,28.4,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #OYCNHX
2018-11-29,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #E1LUAT
2018-11-29,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #K57OML
2018-11-30,Credit Card Payment,582.99,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #9S0T7Q
2018-11-30,Grocery Store,6.27,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #1ZJF4N
2018-12-01,Grocery Store,5.64,debit,Groceries,Silver Card,Expense,True,WALMART SUPERCENTER #YT7UUF
2018-12-01,Brunch Restaurant,8.0,debit,Restaurants,Silver Card,Expense,True,LOCAL DINER PURCHASE #DZWLFV
2018-12-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,True,AMAZON.COM PURCHASE #KD9HDN
2018-12-03,BP,30.03,debit,Gas & Fuel,Silver Card,Expense,False,SHELL OIL #FA89DM
2018-12-03,Grocery Store,148.15,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #JYQOQD
2018-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #LCGACW
2018-12-04,Starbucks,3.0,debit,Coffee Shops,Silver Card,Expense,False,SQ *STARBUCKS STORE 1123 #0TUPIO
2018-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,Expense,False,MCDONALD'S #18452 #SXSJA5
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,False,FANDANGO MOVIE PURCHASE #JHTRK7
2018-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #6T5YQQ
2018-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #5S8Z87
2018-12-06,Gas Company,40.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #RZW5G6
2018-12-07,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,False,LOCAL BARBER SHOP #J811UI
2018-12-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #6BHUOD
2018-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card,Expense,True,TARGET GROCERY #7RS4SU
2018-12-09,Spotify,10.69,debit,Music,Platinum Card,Expense,True,SPOTIFY PREMIUM #MRU5CN
2018-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,Expense,False,LOCAL DINER PURCHASE #H0TN1V
2018-12-12,Phone Company,89.54,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #1GBPSR
2018-12-13,Thai Restaurant,27.0,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #TKRMSE
2018-12-14,Grocery Store,21.39,debit,Groceries,Silver Card,Expense,False,WALMART SUPERCENTER #PTQG4H
2018-12-14,Hardware Store,17.1,debit,Home Improvement,Silver Card,Expense,False,HOME DEPOT 5244 #N7J8CZ
2018-12-14,Power Company,60.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #Z80EKX
2018-12-17,American Tavern,63.0,debit,Food & Dining,Silver Card,Expense,False,UNKNOWN MERCHANT #BDIWTE
2018-12-17,BP,20.01,debit,Gas & Fuel,Silver Card,Expense,False,SHELL OIL #AGUHOC
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #QKPACC
2018-12-18,Starbucks,3.0,debit,Coffee Shops,Silver Card,Expense,False,DUNKIN #34567 #VL9CEJ
2018-12-18,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #U8CX87
